Module	Section	Sample Name	Source
FastQC	all_sections	SRR799772_2_paired_trimmomatic	/home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/SRR799772_2_paired_trimmomatic_fastqc.zip
FastQC	all_sections	SRR799774_2_paired_trimmomatic	/home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/SRR799774_2_paired_trimmomatic_fastqc.zip
FastQC	all_sections	SRR799772_1_paired_trimmomatic	/home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/SRR799772_1_paired_trimmomatic_fastqc.zip
FastQC	all_sections	SRR799776_1_paired_trimmomatic	/home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/SRR799776_1_paired_trimmomatic_fastqc.zip
FastQC	all_sections	SRR799769_1_paired_trimmomatic	/home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/SRR799769_1_paired_trimmomatic_fastqc.zip
FastQC	all_sections	SRR799770_2_paired_trimmomatic	/home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/SRR799770_2_paired_trimmomatic_fastqc.zip
FastQC	all_sections	SRR799769_2_paired_trimmomatic	/home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/SRR799769_2_paired_trimmomatic_fastqc.zip
FastQC	all_sections	SRR799775_1_paired_trimmomatic	/home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/SRR799775_1_paired_trimmomatic_fastqc.zip
FastQC	all_sections	SRR799771_1_paired_trimmomatic	/home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/SRR799771_1_paired_trimmomatic_fastqc.zip
FastQC	all_sections	SRR799770_1_paired_trimmomatic	/home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/SRR799770_1_paired_trimmomatic_fastqc.zip
FastQC	all_sections	SRR799773_1_paired_trimmomatic	/home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/SRR799773_1_paired_trimmomatic_fastqc.zip
FastQC	all_sections	SRR799776_2_paired_trimmomatic	/home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/SRR799776_2_paired_trimmomatic_fastqc.zip
FastQC	all_sections	SRR799774_1_paired_trimmomatic	/home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/SRR799774_1_paired_trimmomatic_fastqc.zip
